Account_Name,Salesforce_ID,Industry,Geography,CSM,Account_Executive,Contract_Start,Contract_End,ARR,New_ARR,ARR_Delta,Renewal_Outcome,Churned,Churn_Reason,Health_Score_Overall,Health_Label,Health_Support,Health_NPS,Health_Usage,Health_Adoption,Health_Engagement,Health_Risk_Score,Risk_Identified,Account_Summary
Synergy Systems,001DBVZB0OIH5CS,Professional Services,Nordics,Tyler Henson,Alicia Torres,2023-02-01,2024-02-01,179000,0,-179000,Churn,Yes,Integration with core systems was never completed,83,Green,77,79,98,74,91,86,Open critical support tickets,"CSM: Tyler Henson noted declining usage for two quarters; remediation plan was not adopted. AE: Alicia Torres offered a significant discount; budget freeze made renewal untenable. Prediction: Account did not renew. Final ARR lost: $179,000. Reason: Integration with core systems was never completed"
Solara Platforms,00156WPR97Y2LOF,Retail,Middle East,Natalie Bergmann,Chloe Dupont,2023-03-10,2024-03-09,171000,246000,75000,Renewal Up,No,,68,Yellow,60,78,73,55,76,65,Low executive engagement,"CSM: Natalie Bergmann established multi-threaded relationships across IT and business units. AE: Chloe Dupont positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($75,000). Health: Yellow. Outcome: Renewal Up."
Redwood Ventures,001JLCQNT3BNVBC,Media & Entertainment,Southwest US,Natalie Bergmann,Brooke Sanders,2023-05-05,2024-05-04,500000,0,-500000,Churn,Yes,Data privacy concerns unresolved after multiple escalations,38,Red,33,54,53,24,30,47,Open critical support tickets,"CSM: Natalie Bergmann flagged risk early but escalation support was delayed. AE: Brooke Sanders competed against an incumbent re-entry; lost on total cost of ownership. Prediction: Account did not renew. Final ARR lost: $500,000. Reason: Data privacy concerns unresolved after multiple escalations"
Aether Cloud,001ZOILKQXLM5Q2,Education,UK & Ireland,Derek Okafor,Alicia Torres,2023-03-20,2024-03-19,363000,466000,103000,Renewal Up,No,,54,Yellow,57,66,46,62,43,39,Missed QBR Q3,"CSM: Derek Okafor proactively identified and resolved an integration risk ahead of renewal. AE: Alicia Torres aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: up ($103,000). Health: Yellow. Outcome: Renewal Up."
Momentum Labs,001IUIT7M1R00Q0,Technology,Southern Europe,Natalie Bergmann,Chloe Dupont,2023-03-12,2024-03-11,92000,121000,29000,Renewal Up,No,,84,Green,91,100,72,87,72,97,Single-threaded relationship,"CSM: Natalie Bergmann reports strong adoption and positive QBR outcomes. AE: Chloe Dupont closed renewal with a 31% ARR increase. Prediction: Likely to renew. ARR movement: up ($29,000). Health: Green. Outcome: Renewal Up."
Meridia Ventures,001CFHQCW76XATO,Manufacturing,Northeast US,Lauren Chu,Ethan Graves,2023-04-09,2024-04-08,71000,44000,-27000,Renewal Down,No,,90,Green,95,91,90,82,94,99,Declining usage trend,"CSM: Lauren Chu navigated a champion change successfully; new stakeholder is engaged. AE: Ethan Graves secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: down ($27,000). Health: Green. Outcome: Renewal Down."
Ecliptic Consulting,001JM2C8QIZK3C9,Logistics,UK & Ireland,James Thornton,Nathan Webb,2023-02-18,2024-02-18,216000,264000,48000,Renewal Up,No,,83,Green,87,73,92,72,94,77,Single-threaded relationship,"CSM: James Thornton delivered ROI report in Q3; executive team cited measurable value. AE: Nathan Webb positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($48,000). Health: Green. Outcome: Renewal Up."
Indigo Technologies,001I6YUJ7YKTXG4,Telecommunications,Middle East,Tyler Henson,David Kim,2023-06-19,2024-06-18,38000,38000,0,Renewal Flat,No,,93,Green,100,94,100,84,91,87,Low NPS score,CSM: Tyler Henson proactively identified and resolved an integration risk ahead of renewal. AE: David Kim positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Redwood Health,00102YC0MDICVWV,Telecommunications,DACH,Sarah Mitchell,Jason Whitmore,2023-06-01,2024-05-31,583000,766000,183000,Renewal Up,No,,83,Green,75,79,85,98,80,81,Declining usage trend,"CSM: Sarah Mitchell reports strong adoption and positive QBR outcomes. AE: Jason Whitmore positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($183,000). Health: Green. Outcome: Renewal Up."
Elevate AI,001CJN2FOMD7Q1D,Real Estate,France & Benelux,Connor Walsh,Ethan Graves,2023-05-30,2024-05-29,52000,61000,9000,Renewal Up,No,,69,Yellow,66,63,65,74,80,65,Low NPS score,"CSM: Connor Walsh proactively identified and resolved an integration risk ahead of renewal. AE: Ethan Graves is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($9,000). Health: Yellow. Outcome: Renewal Up."
Sterling Digital,00120U9ISYGJJFG,Education,West Coast US,Connor Walsh,Megan Foster,2023-11-14,2024-11-13,113000,76000,-37000,Renewal Down,No,,71,Yellow,75,72,67,71,71,58,Champion departure risk,"CSM: Connor Walsh proactively identified and resolved an integration risk ahead of renewal. AE: Megan Foster aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: down ($37,000). Health: Yellow. Outcome: Renewal Down."
Redwood Labs,001PP3XVKVZRGOL,Education,UK & Ireland,Tyler Henson,Brooke Sanders,2023-12-16,2024-12-15,451000,451000,0,Renewal Flat,No,,69,Yellow,80,79,66,65,57,83,Low NPS score,CSM: Tyler Henson established multi-threaded relationships across IT and business units. AE: Brooke Sanders secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Prism Services,001A07H23C42YFK,Healthcare,DACH,Aisha Patel,Nathan Webb,2023-11-01,2024-10-31,94000,128000,34000,Renewal Up,No,,90,Green,90,93,87,92,91,100,Budget freeze flagged,"CSM: Aisha Patel delivered ROI report in Q3; executive team cited measurable value. AE: Nathan Webb positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($34,000). Health: Green. Outcome: Renewal Up."
Meridia Systems,001DIXFWUXX8L2D,Real Estate,Nordics,Natalie Bergmann,Ethan Graves,2023-09-05,2024-09-04,39000,49000,10000,Renewal Up,No,,93,Green,99,88,95,92,93,95,None identified,"CSM: Natalie Bergmann delivered ROI report in Q3; executive team cited measurable value. AE: Ethan Graves is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($10,000). Health: Green. Outcome: Renewal Up."
Orion Global,001O8E7FLQHRRPZ,Financial Services,Middle East,Sarah Mitchell,Megan Foster,2023-08-07,2024-08-06,113000,144000,31000,Renewal Up,No,,72,Yellow,78,61,79,83,63,87,Open critical support tickets,"CSM: Sarah Mitchell delivered ROI report in Q3; executive team cited measurable value. AE: Megan Foster positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($31,000). Health: Yellow. Outcome: Renewal Up."
Onyx Ventures,0012WGXO05QPAHK,Telecommunications,Middle East,Tyler Henson,Megan Foster,2023-07-18,2024-07-17,232000,289000,57000,Renewal Up,No,,80,Green,76,82,81,77,85,74,Missed QBR Q3,"CSM: Tyler Henson delivered ROI report in Q3; executive team cited measurable value. AE: Megan Foster positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($57,000). Health: Green. Outcome: Renewal Up."
Ecliptic Digital,001VM4W3ZKWDEEK,Logistics,UK & Ireland,Priya Nair,Ethan Graves,2023-03-27,2024-03-26,69000,98000,29000,Renewal Up,No,,85,Green,79,93,87,88,80,90,None identified,"CSM: Priya Nair navigated a champion change successfully; new stakeholder is engaged. AE: Ethan Graves positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($29,000). Health: Green. Outcome: Renewal Up."
Crimson Global,001FLQBMAE38SRY,Technology,Southeast US,Connor Walsh,Chloe Dupont,2023-08-23,2024-08-22,182000,182000,0,Renewal Flat,No,,86,Green,73,98,97,80,82,74,Missed QBR Q3,CSM: Connor Walsh delivered ROI report in Q3; executive team cited measurable value. AE: Chloe Dupont secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Nova Capital,0011RSUJT9T11PH,Life Sciences,Northeast US,Derek Okafor,Jason Whitmore,2023-12-30,2024-12-29,169000,0,-169000,Churn,Yes,Executive sponsor left; new leadership brought in preferred vendor,45,Red,39,42,58,57,33,55,Single-threaded relationship,"CSM: Derek Okafor maintained regular cadence but could not overcome the executive sponsor departure. AE: Jason Whitmore offered a significant discount; budget freeze made renewal untenable. Prediction: Account did not renew. Final ARR lost: $169,000. Reason: Executive sponsor left; new leadership brought in preferred vendor"
Ecliptic Software,001PW232UTVG9KU,Telecommunications,LATAM,James Thornton,David Kim,2023-05-07,2024-05-06,631000,0,-631000,Churn,Yes,Executive sponsor left; new leadership brought in preferred vendor,46,Red,58,30,37,56,49,67,Declining usage trend,"CSM: James Thornton maintained regular cadence but could not overcome the executive sponsor departure. AE: David Kim offered a significant discount; budget freeze made renewal untenable. Prediction: Account did not renew. Final ARR lost: $631,000. Reason: Executive sponsor left; new leadership brought in preferred vendor"
Luminary Data,001OFWWNC21O0Z5,Financial Services,Middle East,Marcus Rivera,Samantha Lowe,2023-09-11,2024-09-10,137000,166000,29000,Renewal Up,No,,62,Yellow,65,56,62,63,64,53,Single-threaded relationship,"CSM: Marcus Rivera proactively identified and resolved an integration risk ahead of renewal. AE: Samantha Lowe secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: up ($29,000). Health: Yellow. Outcome: Renewal Up."
Keystone Labs,0013MUURMYBD2QE,Logistics,Southwest US,Connor Walsh,Ryan Callahan,2023-12-07,2024-12-06,425000,293000,-132000,Renewal Down,No,,95,Green,100,85,100,100,90,86,Missed QBR Q3,"CSM: Connor Walsh reports strong adoption and positive QBR outcomes. AE: Ryan Callahan aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: down ($132,000). Health: Green. Outcome: Renewal Down."
Stratos Dynamics,001BW01PDDHCVSQ,Government,Midwest US,James Thornton,Nathan Webb,2023-07-15,2024-07-14,46000,32000,-14000,Renewal Down,No,,76,Green,69,74,79,69,90,92,Single-threaded relationship,"CSM: James Thornton delivered ROI report in Q3; executive team cited measurable value. AE: Nathan Webb secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: down ($14,000). Health: Green. Outcome: Renewal Down."
Prism Health,0015XYCUVFMH07W,Technology,LATAM,James Thornton,Megan Foster,2023-10-11,2024-10-10,102000,117000,15000,Renewal Up,No,,62,Yellow,62,67,56,55,74,57,Competitor evaluation in progress,"CSM: James Thornton reports strong adoption and positive QBR outcomes. AE: Megan Foster secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: up ($15,000). Health: Yellow. Outcome: Renewal Up."
Parallax Cloud,001ZK7A45HVGOX2,Healthcare,Southwest US,Connor Walsh,Nathan Webb,2023-07-07,2024-07-06,322000,355000,33000,Renewal Up,No,,85,Green,88,87,70,84,96,68,Competitor evaluation in progress,"CSM: Connor Walsh established multi-threaded relationships across IT and business units. AE: Nathan Webb closed renewal with a 10% ARR increase. Prediction: Likely to renew. ARR movement: up ($33,000). Health: Green. Outcome: Renewal Up."
Volta Data,001GQ9CVAH78OKZ,Energy,France & Benelux,Aisha Patel,Megan Foster,2023-06-17,2024-06-16,416000,599000,183000,Renewal Up,No,,79,Green,90,75,79,73,80,73,Integration stalled,"CSM: Aisha Patel navigated a champion change successfully; new stakeholder is engaged. AE: Megan Foster positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($183,000). Health: Green. Outcome: Renewal Up."
Ironwood Platforms,001W4YCZ04CDPQV,Financial Services,APAC,Priya Nair,Megan Foster,2023-07-10,2024-07-09,169000,233000,64000,Renewal Up,No,,59,Yellow,67,45,50,60,75,56,Integration stalled,"CSM: Priya Nair delivered ROI report in Q3; executive team cited measurable value. AE: Megan Foster secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: up ($64,000). Health: Yellow. Outcome: Renewal Up."
Horizon Capital,0012J51B3JCZUCQ,Education,Midwest US,Tyler Henson,David Kim,2023-01-07,2024-01-07,138000,0,-138000,Churn,Yes,Executive sponsor left; new leadership brought in preferred vendor,37,Red,43,22,47,37,40,58,Single-threaded relationship,"CSM: Tyler Henson flagged risk early but escalation support was delayed. AE: David Kim attempted a commercial restructure but the account chose not to renew. Prediction: Account did not renew. Final ARR lost: $138,000. Reason: Executive sponsor left; new leadership brought in preferred vendor"
Elevate Technologies,001QNF74T60PLOZ,Healthcare,France & Benelux,Tyler Henson,Alicia Torres,2023-06-09,2024-06-08,84000,91000,7000,Renewal Up,No,,90,Green,100,81,85,87,100,96,Low executive engagement,"CSM: Tyler Henson proactively identified and resolved an integration risk ahead of renewal. AE: Alicia Torres aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: up ($7,000). Health: Green. Outcome: Renewal Up."
Cobalt Systems,001TAHUKWQVR1H6,Insurance,UK & Ireland,Priya Nair,Ryan Callahan,2023-02-23,2024-02-23,325000,341000,16000,Renewal Up,No,,54,Yellow,45,55,49,58,64,60,Low executive engagement,"CSM: Priya Nair proactively identified and resolved an integration risk ahead of renewal. AE: Ryan Callahan aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: up ($16,000). Health: Yellow. Outcome: Renewal Up."
Synergy Consulting,0019P89FKBI4O6Q,Technology,Australia & NZ,James Thornton,Ethan Graves,2023-07-21,2024-07-20,497000,497000,0,Renewal Flat,No,,72,Yellow,64,80,80,63,75,83,Declining usage trend,CSM: James Thornton delivered ROI report in Q3; executive team cited measurable value. AE: Ethan Graves aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Aether Capital,001LQI7E1DDQLEM,Manufacturing,Middle East,Lauren Chu,Chloe Dupont,2023-02-16,2024-02-16,431000,349000,-82000,Renewal Down,No,,56,Yellow,46,49,69,65,53,70,Low NPS score,"CSM: Lauren Chu delivered ROI report in Q3; executive team cited measurable value. AE: Chloe Dupont secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: down ($82,000). Health: Yellow. Outcome: Renewal Down."
Harbor Digital,001SYJ9BOQ0IQ2F,Retail,Middle East,Derek Okafor,David Kim,2023-02-03,2024-02-03,74000,105000,31000,Renewal Up,No,,82,Green,73,83,82,92,82,64,Low NPS score,"CSM: Derek Okafor reports strong adoption and positive QBR outcomes. AE: David Kim is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($31,000). Health: Green. Outcome: Renewal Up."
Momentum Software,001PE63LBQGU3OB,Insurance,Midwest US,Marcus Rivera,Brooke Sanders,2023-10-09,2024-10-08,288000,377000,89000,Renewal Up,No,,65,Yellow,62,68,82,58,55,73,Low NPS score,"CSM: Marcus Rivera proactively identified and resolved an integration risk ahead of renewal. AE: Brooke Sanders closed renewal with a 30% ARR increase. Prediction: Likely to renew. ARR movement: up ($89,000). Health: Yellow. Outcome: Renewal Up."
Sapphire Technologies,001DNPX2I9TANZR,Education,UK & Ireland,Tyler Henson,Ethan Graves,2023-10-27,2024-10-26,376000,319000,-57000,Renewal Down,No,,62,Yellow,59,54,64,73,61,54,Missed QBR Q3,"CSM: Tyler Henson established multi-threaded relationships across IT and business units. AE: Ethan Graves aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: down ($57,000). Health: Yellow. Outcome: Renewal Down."
